1997-01-06,500,21400
1997-01-07,500,21400
1997-01-08,500,41395
1997-01-09,500,111038
1997-01-10,500,140125
1997-01-13,500,139820
1997-01-14,500,139837
1997-01-15,500,139802
1997-01-16,500,140067
1997-01-17,500,186380
1997-01-20,500,313532
1997-01-21,500,313282
1997-01-22,500,313327
1997-01-23,500,314785
1997-01-24,500,326522
1997-01-27,500,327605
1997-01-28,500,327620
1997-01-29,500,332460
1997-01-30,500,333117
1997-01-31,500,332979
1997-02-03,500,332800
1997-02-04,500,337780
1997-02-05,500,337614
1997-02-06,500,342119
1997-02-07,500,345504
1997-02-10,500,345237
1997-02-11,500,426239
1997-02-12,500,541345
1997-02-13,500,541215
1997-02-14,500,616164
1997-02-17,500,627872
1997-02-18,500,627083
1997-02-19,500,673903
1997-02-20,500,672048
1997-02-21,500,671434
1997-02-24,500,700201
1997-02-25,500,740485
1997-02-26,500,740225
1997-02-27,500,798189
1997-02-28,500,864194
1997-03-03,500,1011120
1997-03-04,500,1027509
1997-03-05,500,1069927
1997-03-06,500,1088875
1997-03-07,500,1424395
1997-03-10,500,1424395
1997-03-11,500,1443774
1997-03-12,500,1443065
1997-03-13,500,1506093
1997-03-14,500,1521656
1997-03-17,500,1556818
1997-03-18,500,1603662
1997-03-19,500,1731586
1997-03-20,500,1820390
1997-03-21,500,2005563
1997-03-24,500,2144555
1997-03-25,500,2485226
1997-03-26,500,2540390
1997-03-27,500,2607708
1997-03-28,500,2647063
1997-03-31,505.3,2646291
1997-04-01,504.52,2642188
1997-04-02,504.41,2667961
1997-04-03,506.48,2678910
1997-04-04,509.51,2694954
1997-04-07,509.01,2692284
1997-04-08,509.28,2693717
1997-04-09,509.17,2693133
1997-04-10,510.91,2688501
1997-04-11,510.92,2688543
1997-04-14,510.69,2699343
1997-04-15,513.38,2713561
1997-04-16,513.27,2712973
1997-04-17,515.09,2722595
1997-04-18,515.57,2725129
1997-04-21,516.21,2810499
1997-04-22,518.22,2821444
1997-04-23,518.11,2820833
1997-04-24,521.47,2849152
1997-04-25,523.54,2725611
1997-04-28,522.61,2726774
1997-04-29,524.8,2738180
1997-04-30,526.87,2790609
1997-05-05,526.07,2786384
1997-05-06,527.54,2794166
1997-05-07,527.43,2793561
1997-05-08,529.72,2805712
1997-05-12,530.5,2809805
1997-05-13,531.29,2813986
1997-05-14,531.17,2813376
1997-05-15,535.08,2783256
1997-05-16,535.52,2786519
1997-05-19,537.13,2765357
1997-05-20,538.39,2771857
1997-05-21,538.27,2781254
1997-05-22,541.15,2820125
1997-05-23,542.35,2826396
1997-05-26,542.89,2829193
1997-05-27,541.48,2821862
1997-05-28,541.36,2821251
1997-05-29,544.15,2852994
1997-05-30,547.83,2872296
1997-06-02,548.79,2944857
1997-06-03,553.02,2984669
1997-06-04,552.89,3007546
1997-06-05,557.19,3101661
1997-06-06,557.68,3104393
1997-06-09,558.67,3282769
1997-06-10,560.12,3291281
1997-06-11,560,3442435
1997-06-12,560,3442435
1997-06-13,562.74,3486271
1997-06-16,560.95,3475194
1997-06-17,560.39,3535223
1997-06-18,560.29,3583985
1997-06-19,562,3620875
1997-06-20,562.51,3694368
1997-06-23,563.03,3496235
1997-06-24,564.16,3502598
1997-06-25,564.06,3501966
1997-06-26,564.92,3470602
1997-06-27,564.13,3465759
1997-06-30,564.55,3468347
1997-07-01,564.84,3470092
1997-07-02,564.73,3511958
1997-07-03,566.87,3525222
1997-07-04,568.18,3532771
1997-07-07,569.15,3663333
1997-07-08,570.79,3792996
1997-07-09,570.68,3798458
1997-07-10,569.23,3812556
1997-07-11,570.55,3829946
1997-07-14,570.76,3833147
1997-07-15,569.67,3820125
1997-07-16,569.57,3844836
1997-07-17,570.81,3853209
1997-07-18,570.92,3874007
1997-07-21,570.55,3842913
1997-07-22,571.05,3880016
1997-07-23,570.94,3879316
1997-07-24,571.73,3884656
1997-07-25,572.6,3883237
1997-07-28,573.04,3886187
1997-07-29,573.46,3906507
1997-07-30,573.36,3888420
1997-07-31,573.97,3892597
1997-08-01,574.44,3905787
1997-08-04,574.1,3877632
1997-08-05,573.97,3854002
1997-08-06,573.87,3772838
1997-08-07,574.04,3760290
1997-08-08,573.91,3721618
1997-08-11,573.29,3704964
1997-08-12,573.45,3656265
1997-08-13,573.34,3645599
1997-08-14,571.67,3623102
1997-08-15,572.88,3625803
1997-08-18,573.89,3445920
1997-08-19,574.83,3366532
1997-08-20,574.73,3352414
1997-08-21,575.78,3327827
1997-08-22,576.26,3293754
1997-08-25,576.8,3296857
1997-08-26,577.49,3281490
1997-08-27,577.39,3278011
1997-08-28,578.13,3273320
1997-08-29,578.74,3273839
1997-09-01,578.42,3272041
1997-09-02,578.5,3266737
1997-09-03,578.4,3124055
1997-09-04,579.89,3132113
1997-09-05,580.14,3087526
1997-09-08,579.67,3079824
1997-09-09,579.36,3078158
1997-09-10,579.25,3063701
1997-09-11,579.63,3085706
1997-09-12,577.21,3054318
1997-09-15,578.32,3044980
1997-09-16,579.48,3032580
1997-09-17,579.38,3032033
1997-09-18,580.32,3030463
1997-09-19,580.48,3026143
